index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,attendance_rate_missing
8492,1,No,Sports,Visual,RK9TSM,Female,Yes,50.0,1.0,29.0,16.0,7.0,96.0,21:30,5:30,public transport,yellow,0
8493,1,No,Clubs,Visual,IOOFOD,Female,Yes,66.0,20.0,4.0,15.0,16.0,100.0,21:30,5:30,public transport,green,0
8494,0,No,,Auditory,0NZGN4,Male,No,63.0,12.0,15.0,15.0,11.0,97.0,23:00,7:00,walk,black,0
8495,0,No,,Auditory,J6NEBH,Female,No,64.0,12.0,15.0,15.0,10.0,97.0,23:00,7:00,walk,white,0
8496,1,No,Arts,Auditory,K8S6NX,Male,No,54.0,10.0,15.0,15.0,19.0,95.0,22:30,6:30,private transport,blue,0
8497,1,No,Clubs,Auditory,X186HE,Female,Yes,58.0,23.0,4.0,15.0,6.0,96.0,22:30,6:30,private transport,yellow,0
8498,0,No,,Auditory,MCQYN4,Female,No,94.0,7.0,18.0,15.0,8.0,91.0,23:00,7:00,walk,yellow,0
8499,0,Yes,,Visual,0YKFJS,Male,No,82.0,13.0,4.0,16.0,7.0,97.0,22:00,6:00,private transport,red,0
8500,1,Yes,Arts,Auditory,7B3YAD,Female,No,46.0,19.0,10.0,15.0,12.0,64.0,0:30,6:30,private transport,white,0
8501,1,No,Clubs,Auditory,FW7V8F,Female,Yes,73.0,13.0,9.0,15.0,9.0,98.0,21:30,5:30,public transport,yellow,0
8502,2,Yes,Arts,Visual,KT2G5A,Male,No,70.0,15.0,0.0,15.0,17.0,100.0,21:30,5:30,public transport,blue,0
8503,2,Yes,Arts,Visual,YVZPEV,Male,Yes,80.0,13.0,1.0,16.0,6.0,95.0,22:00,6:00,private transport,red,1
8504,2,No,Sports,Auditory,AUXBBE,Male,Yes,51.0,10.0,8.0,15.0,7.0,94.0,22:00,6:00,private transport,green,0
8505,2,No,Sports,Auditory,67IAJN,Male,Yes,70.0,16.0,5.0,15.0,20.0,99.0,21:30,5:30,public transport,red,0
8506,1,No,Arts,Auditory,SREJVP,Male,No,53.0,16.0,14.0,16.0,12.0,99.0,21:30,5:30,public transport,green,0
8507,0,No,,Auditory,31IWX6,Female,Yes,75.0,12.0,10.0,16.0,17.0,93.0,21:30,5:30,public transport,green,0
8508,0,No,,Visual,7TGAEJ,Male,Yes,56.0,10.0,10.0,15.0,6.0,97.0,22:00,6:00,private transport,green,0
8509,2,Yes,Clubs,Visual,UMERCY,Female,No,85.0,13.0,5.0,16.0,7.0,98.0,23:00,7:00,walk,white,0
8510,1,No,Clubs,Auditory,45PN2Z,Male,Yes,60.0,10.0,12.0,16.0,6.0,92.0,22:30,6:30,private transport,green,0
8511,2,No,Sports,Visual,88JP0F,Male,No,75.0,20.0,3.0,16.0,10.0,94.0,23:00,7:00,walk,black,0
8512,1,Yes,Arts,Auditory,SD396O,Female,No,79.0,5.0,16.0,16.0,9.0,92.0,23:30,6:30,private transport,white,0
8513,0,No,,Auditory,R1N2ZR,Female,No,59.0,1.0,21.0,15.0,8.0,99.0,23:00,7:00,walk,blue,0
8514,0,No,Arts,Auditory,A8NNNT,Female,Yes,71.0,11.0,11.0,16.0,19.0,94.0,23:00,7:00,walk,white,0
8515,0,No,Arts,Auditory,PHICRY,Female,Yes,72.0,1.0,21.0,15.0,11.0,97.0,21:00,5:00,public transport,blue,0
8516,1,No,Sports,Visual,K46EY1,Female,No,54.0,4.0,22.0,15.0,14.0,90.0,22:30,6:30,private transport,green,0
8517,1,Yes,Arts,Visual,CV3P33,Female,No,56.0,5.0,22.0,16.0,5.0,96.0,22:00,6:00,private transport,blue,0
8518,1,No,,Visual,O556P1,Female,Yes,64.0,27.0,1.0,15.0,12.0,96.0,22:30,6:30,private transport,white,0
8519,2,No,,Visual,J25JMZ,Male,Yes,60.0,12.0,10.0,16.0,6.0,100.0,22:00,6:00,private transport,red,0
8520,1,No,Clubs,Auditory,UAP35I,Male,No,54.0,24.0,7.0,16.0,12.0,98.0,21:30,5:30,public transport,black,0
8521,0,Yes,,Visual,WX1MKV,Female,No,81.0,1.0,14.0,16.0,9.0,90.0,22:30,6:30,private transport,red,0
8522,0,Yes,Clubs,Auditory,6F1KHV,Male,No,78.0,13.0,3.0,16.0,9.0,95.0,21:30,5:30,public transport,yellow,0
8523,2,No,Sports,Visual,ZCNXVW,Male,No,72.0,15.0,7.0,15.0,19.0,95.0,23:00,7:00,walk,black,1
8524,0,Yes,Arts,Visual,3FSZLX,Male,Yes,75.0,15.0,1.0,15.0,7.0,99.0,23:00,7:00,walk,white,0
8525,2,No,Clubs,Auditory,IHBZ0X,Female,No,44.0,18.0,6.0,6.0,1.0,98.0,23:00,7:00,walk,black,0
8526,1,No,Clubs,Auditory,IQN1QV,Male,No,56.0,22.0,9.0,15.0,5.0,98.0,21:30,5:30,public transport,blue,0
8527,0,Yes,Arts,Visual,TGSM4I,Female,No,85.0,15.0,5.0,15.0,7.0,94.0,22:30,6:30,private transport,black,0
8528,2,No,Sports,Visual,I9JOIF,Female,No,63.0,16.0,7.0,15.0,9.0,97.0,21:30,5:30,public transport,white,0
8529,0,No,Clubs,Auditory,OLOX0G,Female,Yes,68.0,14.0,9.0,15.0,15.0,93.0,22:00,6:00,private transport,blue,0
8530,2,No,,Auditory,UBHBWA,Male,Yes,60.0,15.0,7.0,16.0,6.0,93.0,21:00,5:00,public transport,red,0
8531,1,Yes,,Visual,3XAW1R,Male,Yes,100.0,11.0,6.0,16.0,8.0,95.0,22:00,6:00,private transport,black,0
8532,0,No,,Auditory,8U73IW,Female,Yes,88.0,10.0,15.0,16.0,5.0,95.0,23:00,7:00,walk,red,0
8533,1,No,Clubs,Visual,8HHQ7J,Female,Yes,49.0,16.0,14.0,15.0,3.0,98.0,22:00,6:00,private transport,green,0
8534,1,No,Arts,Auditory,E0IEBV,Male,No,59.0,13.0,14.0,15.0,8.0,90.0,21:00,5:00,public transport,black,0
8535,2,Yes,Sports,Visual,M50NUV,Female,Yes,73.0,14.0,6.0,16.0,14.0,94.0,21:00,5:00,public transport,black,0
8536,0,No,Sports,Auditory,L9MX9A,Female,No,61.0,2.0,20.0,15.0,8.0,94.0,22:00,6:00,private transport,black,0
8537,2,No,Arts,Auditory,4OZNZY,Female,No,76.0,19.0,2.0,15.0,7.0,91.0,21:30,5:30,public transport,black,0
8538,2,No,Sports,Auditory,6S05X1,Female,No,58.0,0.0,20.0,16.0,5.0,96.0,21:30,5:30,public transport,black,0
8539,0,Yes,,Visual,E7LX4Z,Female,No,69.0,10.0,6.0,16.0,8.0,92.0,21:00,5:00,public transport,red,0
8540,1,Yes,Arts,Auditory,WGXO0Z,Male,Yes,66.0,13.0,6.0,15.0,19.0,92.0,22:00,6:00,private transport,red,0
8541,1,No,Arts,Visual,W128AD,Male,Yes,78.0,24.0,1.0,15.0,5.0,95.0,23:00,7:00,walk,red,0
8542,1,Yes,Clubs,Visual,KTN5AZ,Male,Yes,63.0,15.0,6.0,5.0,7.0,99.0,22:30,6:30,private transport,black,0
8543,0,No,,Auditory,L9I974,Male,Yes,91.0,15.0,10.0,16.0,5.0,92.0,23:00,6:00,private transport,blue,0
8544,0,No,Arts,Auditory,18VIK6,Male,Yes,61.0,12.0,8.0,15.0,18.0,100.0,22:00,6:00,private transport,white,0
8545,0,No,Arts,Visual,UMS1H5,Female,Yes,90.0,14.0,9.0,16.0,5.0,98.0,21:00,5:00,public transport,blue,0
8546,1,No,Sports,Visual,U61S3L,Female,No,50.0,29.0,1.0,15.0,6.0,85.0,22:30,6:30,private transport,black,0
8547,1,Yes,Sports,Visual,ERSRHV,Female,No,98.0,17.0,0.0,15.0,5.0,92.0,21:30,5:30,public transport,red,0
8548,1,No,,Auditory,0R6ZE3,Female,Yes,68.0,12.0,10.0,15.0,6.0,91.0,21:00,5:00,public transport,black,0
8549,0,No,,Visual,6P25WS,Female,No,67.0,7.0,21.0,15.0,17.0,97.0,23:00,7:00,walk,black,0
8550,0,No,Arts,Auditory,9GKXNV,Male,No,64.0,21.0,0.0,16.0,17.0,97.0,22:30,6:30,private transport,white,0
8551,0,Yes,Sports,Visual,1KZX8J,Female,Yes,83.0,15.0,1.0,16.0,8.0,97.0,23:00,7:00,walk,blue,0
8552,0,No,Sports,Auditory,CQ9NYS,Female,Yes,65.0,22.0,0.0,15.0,8.0,100.0,21:30,5:30,public transport,blue,0
8553,2,No,,Auditory,9YL7HK,Male,Yes,69.0,14.0,7.0,15.0,7.0,93.0,23:30,6:30,private transport,white,0
8554,0,No,,Visual,Y6MPE1,Male,Yes,50.0,16.0,6.0,15.0,12.0,88.0,21:30,5:30,public transport,white,0
8555,1,No,Sports,Auditory,EWNCGS,Male,No,45.0,21.0,4.0,16.0,7.0,90.0,22:00,6:00,private transport,black,0
8556,0,No,Arts,Visual,N6FMP1,Male,Yes,85.0,15.0,9.0,15.0,6.0,97.0,21:30,5:30,public transport,yellow,0
8557,1,Yes,,Visual,A0G8ZM,Female,Yes,100.0,5.0,12.0,15.0,6.0,94.0,22:30,6:30,private transport,red,0
8558,0,No,,Auditory,X6Z1IA,Male,No,69.0,14.0,8.0,16.0,10.0,94.0,22:30,6:30,private transport,white,0
8559,0,Yes,,Visual,IFXL2Z,Male,Yes,83.0,14.0,3.0,16.0,7.0,92.0,22:30,5:30,public transport,white,0
8560,1,No,Sports,Visual,69KW6P,Male,No,55.0,11.0,15.0,16.0,6.0,93.0,21:30,5:30,public transport,green,0
8561,1,No,Clubs,Auditory,U57PXH,Female,Yes,36.0,12.0,12.0,16.0,11.0,93.0,22:00,6:00,private transport,green,0
8562,0,No,Sports,Auditory,FEXBYV,Male,No,80.0,10.0,12.0,16.0,6.0,98.0,21:00,5:00,public transport,black,0
8563,0,No,Sports,Visual,FG8PN8,Female,No,79.0,6.0,22.0,15.0,7.0,98.0,21:00,5:00,public transport,white,0
8564,2,No,Clubs,Visual,AQ313J,Male,No,61.0,23.0,0.0,15.0,8.0,93.0,21:00,5:00,public transport,yellow,0
8565,1,No,,Auditory,9JAGAL,Female,Yes,52.0,25.0,5.0,15.0,7.0,92.0,21:30,5:30,public transport,white,0
8566,0,No,,Auditory,0C1QK1,Female,No,93.0,11.0,10.0,16.0,6.0,90.0,21:00,5:00,public transport,green,0
8567,1,No,Arts,Visual,1G3F2X,Male,Yes,59.0,24.0,4.0,16.0,19.0,93.0,22:30,6:30,private transport,black,0
8568,2,No,,Visual,SBFSKL,Male,No,70.0,16.0,7.0,15.0,10.0,98.0,21:30,5:30,public transport,white,0
8569,0,No,Sports,Visual,NC0KS8,Female,Yes,57.0,21.0,1.0,15.0,9.0,95.0,22:00,6:00,private transport,white,1
8570,2,Yes,Clubs,Visual,IS33O5,Male,Yes,78.0,11.0,3.0,15.0,6.0,93.0,22:00,6:00,private transport,green,0
8571,0,Yes,,Auditory,MFYGWG,Female,Yes,83.0,11.0,10.0,15.0,5.0,95.0,22:00,6:00,private transport,red,0
8572,0,No,Sports,Visual,BVRYY0,Male,Yes,58.0,17.0,3.0,16.0,5.0,96.0,22:30,6:30,private transport,red,0
8573,2,No,Sports,Visual,48H426,Female,No,71.0,9.0,14.0,16.0,8.0,93.0,23:00,7:00,walk,black,0
8574,1,No,Sports,Auditory,2TYXQI,Female,No,45.0,7.0,21.0,16.0,4.0,89.0,21:30,5:30,public transport,red,0
8575,0,No,Clubs,Visual,AFSH80,Female,No,54.0,15.0,6.0,16.0,10.0,100.0,21:00,5:00,public transport,white,0
8576,0,Yes,,Visual,9OZUEQ,Female,No,87.0,0.0,16.0,15.0,7.0,91.0,22:00,6:00,private transport,white,0
8577,2,Yes,Arts,Auditory,FESL73,Male,No,60.0,11.0,5.0,15.0,8.0,90.0,21:30,5:30,public transport,green,0
8578,0,No,Arts,Auditory,ELSLMW,Female,No,58.0,23.0,4.0,15.0,16.0,96.0,22:30,6:30,private transport,red,0
8579,1,No,Sports,Auditory,X3MYCG,Male,Yes,69.0,27.0,1.0,15.0,8.0,92.0,22:30,6:30,private transport,black,0
8580,2,No,Clubs,Visual,TT4XJU,Female,Yes,58.0,8.0,14.0,16.0,15.0,95.0,22:00,6:00,private transport,white,0
8581,2,No,,Auditory,TJEDBV,Male,Yes,65.0,19.0,0.0,15.0,8.0,96.0,21:00,5:00,public transport,red,0
8582,1,No,Arts,Auditory,O2HZGL,Male,No,57.0,23.0,5.0,15.0,8.0,94.0,21:00,5:00,public transport,red,0
8583,0,No,Clubs,Auditory,4JOPJX,Female,Yes,75.0,14.0,9.0,16.0,13.0,99.0,21:30,5:30,public transport,green,0
8584,0,No,Clubs,Auditory,B4U2T5,Male,No,63.0,24.0,3.0,15.0,7.0,90.0,22:00,6:00,private transport,white,0
8585,1,Yes,Arts,Auditory,G0030I,Female,No,85.0,6.0,16.0,6.0,9.0,94.0,21:30,5:30,public transport,red,0
8586,2,No,Arts,Visual,WGHWJK,Male,Yes,79.0,14.0,3.0,16.0,8.0,99.0,21:00,5:00,public transport,blue,0
8587,2,No,Sports,Visual,85ANME,Female,No,69.0,11.0,11.0,16.0,6.0,92.0,21:30,5:30,public transport,blue,0
8588,1,Yes,Arts,Visual,L3K2NH,Male,No,48.0,30.0,0.0,15.0,0.0,91.0,21:30,5:30,public transport,green,0
8589,0,Yes,,Visual,AFHFIC,Male,Yes,79.0,16.0,1.0,16.0,7.0,97.0,23:00,7:00,walk,blue,0
8590,1,No,Clubs,Visual,OZODLN,Male,No,47.0,29.0,1.0,15.0,8.0,90.0,22:30,6:30,private transport,black,0
8591,1,Yes,Clubs,Auditory,DD842Q,Female,No,36.0,3.0,21.0,15.0,5.0,85.0,22:00,6:00,private transport,blue,0
8592,0,Yes,,Visual,V1IEVC,Male,No,80.0,14.0,1.0,16.0,8.0,96.0,22:00,6:00,private transport,red,0
8593,1,Yes,,Visual,GJ9Y2X,Male,No,88.0,14.0,7.0,15.0,9.0,97.0,22:30,6:30,private transport,black,0
8594,0,No,Sports,Visual,1LFVOY,Female,No,91.0,5.0,18.0,16.0,9.0,95.0,23:00,7:00,walk,yellow,0
8595,1,No,Arts,Auditory,5HAL2J,Female,Yes,51.0,26.0,4.0,15.0,10.0,92.0,22:30,6:30,private transport,yellow,0
8596,1,Yes,,Visual,26K1OJ,Male,No,45.0,13.0,17.0,15.0,2.0,92.0,22:30,6:30,private transport,white,0
8597,1,No,Arts,Visual,0VC3IW,Male,No,85.0,16.0,9.0,15.0,7.0,95.0,22:30,6:30,private transport,green,0
8598,0,No,Sports,Auditory,1SCZ49,Male,No,66.0,21.0,6.0,16.0,20.0,97.0,22:00,6:00,private transport,red,0
8599,1,Yes,Arts,Visual,KI9PPA,Male,No,59.0,16.0,11.0,16.0,8.0,95.0,23:00,7:00,walk,black,0
8600,0,No,,Visual,GKFVEC,Female,Yes,90.0,5.0,13.0,15.0,8.0,92.0,22:30,6:30,private transport,blue,0
8601,2,No,Sports,Auditory,YX6TTO,Male,Yes,51.0,15.0,3.0,16.0,8.0,91.0,21:30,5:30,public transport,yellow,0
8603,0,No,Clubs,Auditory,WHV64O,Female,Yes,70.0,2.0,20.0,6.0,13.0,95.0,21:00,5:00,public transport,green,0
8604,1,No,,Auditory,Z1H55E,Male,Yes,,14.0,13.0,15.0,15.0,93.0,22:30,6:30,private transport,white,0
8605,1,Yes,Clubs,Visual,LJMFKM,Female,No,46.0,18.0,12.0,16.0,3.0,99.0,21:00,5:00,public transport,red,0
8606,1,Yes,Arts,Auditory,YCHGD1,Female,Yes,75.0,15.0,2.0,15.0,6.0,96.0,21:00,5:00,public transport,red,0
8607,0,Yes,Arts,Visual,GSMWNH,Male,No,82.0,11.0,6.0,16.0,8.0,91.0,22:00,6:00,private transport,blue,0
8608,1,No,Arts,Visual,BAM5UL,Male,No,78.0,20.0,5.0,16.0,8.0,99.0,21:00,5:00,public transport,green,0
8609,0,Yes,Sports,Auditory,5FWEA5,Female,Yes,76.0,15.0,5.0,16.0,6.0,94.0,21:30,5:30,public transport,red,0
8610,1,No,Arts,Auditory,M2NUF8,Female,No,44.0,1.0,24.0,16.0,5.0,59.0,2:00,7:00,walk,yellow,0
8611,2,Yes,,Visual,OZRQ78,Male,No,73.0,11.0,3.0,5.0,11.0,91.0,23:00,7:00,walk,black,0
8612,2,No,Arts,Visual,HL1RO9,Male,Yes,56.0,21.0,1.0,15.0,17.0,95.0,22:00,6:00,private transport,blue,0
8613,2,No,Clubs,Auditory,YW5NR6,Male,No,59.0,13.0,7.0,16.0,5.0,95.0,22:00,6:00,private transport,red,0
8614,2,No,,Visual,AOD591,Male,No,78.0,14.0,5.0,16.0,6.0,96.0,21:30,5:30,public transport,green,0
8615,0,Yes,,Auditory,JRUHDN,Female,Yes,84.0,2.0,19.0,16.0,7.0,91.0,21:00,5:00,public transport,white,0
8616,0,Yes,Arts,Auditory,AZZ61V,Male,No,80.0,11.0,10.0,15.0,9.0,94.0,23:00,7:00,walk,yellow,0
8617,1,No,Clubs,Auditory,4QDZOR,Female,Yes,61.0,10.0,17.0,16.0,9.0,98.0,23:00,7:00,walk,yellow,0
8618,0,No,,Visual,A1MFXJ,Male,Yes,82.0,12.0,11.0,16.0,9.0,93.0,22:30,6:30,private transport,blue,0
8619,0,No,,Auditory,JK8KQJ,Male,Yes,95.0,20.0,5.0,16.0,6.0,98.0,21:00,5:00,public transport,green,0
8620,0,Yes,Arts,Auditory,F3DBPI,Female,Yes,70.0,15.0,1.0,16.0,19.0,95.0,22:00,6:00,private transport,black,1
8621,0,Yes,Arts,Visual,MIHHJM,Female,Yes,79.0,10.0,5.0,15.0,8.0,93.0,21:00,5:00,public transport,red,0
8622,0,Yes,Arts,Visual,1F3GDR,Male,No,83.0,15.0,2.0,15.0,7.0,92.0,23:00,7:00,walk,white,0
8623,0,Yes,Sports,Auditory,SCA4Q9,Male,No,81.0,16.0,5.0,16.0,7.0,94.0,21:00,5:00,public transport,red,0
8624,1,No,Arts,Visual,RTZCT2,Male,Yes,71.0,25.0,0.0,15.0,10.0,98.0,22:00,6:00,private transport,blue,0
8625,0,No,Sports,Auditory,E8TC84,Female,Yes,73.0,13.0,8.0,15.0,7.0,95.0,21:00,5:00,public transport,yellow,0
8626,0,No,Sports,Auditory,N37WRP,Male,Yes,70.0,21.0,0.0,16.0,13.0,96.0,21:00,5:00,public transport,yellow,0
8627,0,No,,Auditory,5N0HWP,Male,Yes,92.0,18.0,4.0,16.0,7.0,90.0,22:30,6:30,private transport,blue,0
8628,2,No,Clubs,Visual,AFS4A2,Male,No,45.0,19.0,4.0,16.0,4.0,100.0,23:00,7:00,walk,green,0
8629,2,No,Arts,Auditory,JAZZL6,Female,Yes,50.0,7.0,11.0,16.0,7.0,90.0,0:00,7:00,walk,red,0
8630,1,No,Sports,Auditory,X97CMR,Female,Yes,47.0,25.0,5.0,16.0,3.0,85.0,22:30,6:30,private transport,green,0
8631,1,No,Arts,Visual,NBS2OC,Male,No,66.0,17.0,11.0,15.0,11.0,96.0,21:00,5:00,public transport,yellow,0
8632,1,No,Sports,Visual,TFY0BH,Male,Yes,65.0,20.0,8.0,16.0,6.0,96.0,22:00,6:00,private transport,green,0
8633,1,No,Sports,Visual,SC77R3,Male,Yes,70.0,14.0,10.0,15.0,15.0,98.0,21:30,5:30,public transport,green,0
8634,0,Yes,Clubs,Auditory,8G66LP,Female,Yes,80.0,2.0,19.0,15.0,10.0,96.0,23:00,7:00,walk,yellow,0
8635,0,No,,Auditory,ITHA2X,Female,No,97.0,21.0,4.0,16.0,5.0,93.0,23:00,7:00,walk,red,0
8636,1,No,Sports,Auditory,WF20FB,Female,Yes,43.0,28.0,0.0,16.0,10.0,93.0,23:00,7:00,walk,white,0
8637,2,No,Sports,Auditory,CHT7WF,Female,No,43.0,19.0,3.0,16.0,12.0,99.0,22:30,6:30,private transport,red,0
8638,0,No,Clubs,Auditory,MIVCRN,Male,Yes,93.0,12.0,9.0,15.0,7.0,95.0,21:00,5:00,public transport,red,0
8639,0,No,,Auditory,LN7SFF,Male,No,77.0,16.0,5.0,15.0,5.0,95.0,21:00,5:00,public transport,yellow,0
8640,0,No,Sports,Visual,QFB6TC,Male,Yes,67.0,12.0,8.0,15.0,7.0,94.0,23:00,7:00,walk,white,0
8641,0,No,Arts,Auditory,0FC4RY,Female,No,68.0,23.0,4.0,15.0,6.0,95.0,23:00,7:00,walk,blue,1
8642,2,No,Arts,Visual,FUR85D,Male,Yes,68.0,22.0,1.0,16.0,7.0,95.0,22:00,6:00,private transport,black,1
8643,0,Yes,,Auditory,2DPK2X,Female,No,72.0,15.0,4.0,16.0,14.0,93.0,23:00,7:00,walk,white,0
8644,2,No,Sports,Visual,GU8N8L,Male,Yes,72.0,15.0,7.0,15.0,10.0,90.0,21:30,5:30,public transport,blue,0
8645,1,No,Arts,Auditory,E8GCLE,Female,Yes,68.0,13.0,9.0,15.0,19.0,91.0,21:30,5:30,public transport,black,0
8646,0,Yes,,Visual,5MOTJV,Female,Yes,84.0,19.0,1.0,15.0,7.0,99.0,22:00,6:00,private transport,blue,0
8647,0,No,Arts,Visual,38Y1SS,Male,No,73.0,27.0,1.0,15.0,6.0,93.0,21:30,5:30,public transport,blue,0
8648,1,Yes,,Visual,5PEKRJ,Male,Yes,100.0,11.0,6.0,15.0,7.0,97.0,21:30,5:30,public transport,red,0
8649,2,No,Arts,Auditory,9NP5NG,Female,No,,1.0,21.0,15.0,8.0,96.0,21:00,5:00,public transport,green,0
8650,2,Yes,Clubs,Auditory,E9W4D8,Female,No,46.0,21.0,2.0,15.0,12.0,65.0,0:00,5:00,public transport,red,0
8651,1,Yes,Arts,Auditory,4I5XP9,Female,Yes,81.0,14.0,3.0,15.0,8.0,99.0,21:30,5:30,public transport,yellow,0
8652,0,No,,Visual,28LFVQ,Male,Yes,93.0,10.0,9.0,6.0,7.0,94.0,22:00,6:00,private transport,red,0
8653,1,Yes,Clubs,Auditory,RKT47Z,Female,No,56.0,17.0,8.0,16.0,17.0,94.0,21:30,5:30,public transport,blue,1
8654,1,No,Clubs,Auditory,QPKFM4,Female,No,43.0,11.0,13.0,15.0,10.0,92.0,22:30,5:30,public transport,black,0
8655,1,Yes,Arts,Auditory,5W7E9Q,Male,Yes,77.0,15.0,2.0,16.0,9.0,93.0,23:00,7:00,walk,blue,0
8656,1,No,,Auditory,J4GIE4,Female,Yes,69.0,10.0,12.0,15.0,9.0,92.0,21:00,5:00,public transport,black,0
8657,0,Yes,,Visual,RSERSW,Male,Yes,80.0,10.0,5.0,16.0,5.0,95.0,22:30,6:30,private transport,green,0
8658,0,No,Arts,Visual,JTG338,Female,Yes,52.0,1.0,19.0,16.0,16.0,94.0,22:30,6:30,private transport,red,0
8659,2,No,Clubs,Auditory,RRD60A,Female,Yes,66.0,16.0,3.0,16.0,15.0,99.0,21:00,5:00,public transport,white,0
8660,1,Yes,Arts,Auditory,67IZTI,Male,No,47.0,22.0,3.0,16.0,5.0,94.0,21:00,5:00,public transport,white,0
8661,2,No,Arts,Auditory,5C9XEC,Male,No,59.0,15.0,5.0,15.0,16.0,91.0,22:00,6:00,private transport,yellow,0
8662,1,No,Arts,Visual,JFJD15,Male,Yes,50.0,25.0,5.0,15.0,14.0,98.0,22:00,6:00,private transport,yellow,0
8664,2,No,Sports,Visual,8UTWWX,Male,No,68.0,16.0,6.0,16.0,19.0,91.0,21:00,5:00,public transport,white,0
8665,1,No,Clubs,Visual,ESB2C6,Female,No,54.0,29.0,1.0,16.0,14.0,91.0,22:00,6:00,private transport,black,0
8666,0,No,,Visual,DOHXNR,Male,Yes,96.0,10.0,13.0,15.0,8.0,98.0,23:00,7:00,walk,red,0
8667,0,No,Clubs,Auditory,8HK74S,Female,No,81.0,1.0,22.0,15.0,7.0,91.0,22:00,6:00,private transport,green,0
8668,2,No,Clubs,Auditory,Z0ZSFP,Female,No,52.0,1.0,21.0,15.0,6.0,93.0,22:00,6:00,private transport,red,0
8669,0,No,Clubs,Visual,1G9W3F,Female,No,74.0,10.0,18.0,16.0,7.0,93.0,21:00,5:00,public transport,yellow,0
8670,0,No,,Auditory,8Z6E21,Female,No,64.0,6.0,21.0,16.0,15.0,93.0,22:30,5:30,public transport,green,0
8671,1,No,Arts,Auditory,NHE71Z,Male,Yes,68.0,14.0,14.0,15.0,15.0,100.0,23:00,7:00,walk,black,0
8672,0,No,,Visual,DOHH8O,Female,Yes,84.0,22.0,1.0,16.0,7.0,97.0,21:00,5:00,public transport,green,0
8673,1,No,Arts,Auditory,J759E4,Male,Yes,61.0,11.0,11.0,16.0,6.0,92.0,22:00,5:00,public transport,green,0
8674,1,Yes,Clubs,Auditory,F37WZN,Male,Yes,75.0,10.0,7.0,16.0,18.0,94.0,22:00,6:00,private transport,blue,0
8675,2,No,Clubs,Auditory,QGTJZ1,Male,Yes,54.0,19.0,3.0,15.0,20.0,92.0,21:30,5:30,public transport,white,0
8676,0,No,Sports,Auditory,VSV54S,Male,No,49.0,14.0,8.0,16.0,6.0,93.0,22:00,6:00,private transport,red,0
8677,0,Yes,Sports,Auditory,P80KCY,Female,Yes,72.0,1.0,15.0,15.0,19.0,98.0,23:00,7:00,walk,yellow,0
8678,1,Yes,Clubs,Auditory,A454QP,Male,No,54.0,18.0,7.0,15.0,12.0,94.0,22:30,6:30,private transport,blue,0
8679,0,No,Sports,Auditory,WOSOQY,Female,Yes,78.0,6.0,16.0,16.0,10.0,94.0,23:00,7:00,walk,white,0
8680,0,No,Clubs,Visual,YR12T3,Male,No,74.0,25.0,3.0,15.0,6.0,93.0,21:00,5:00,public transport,black,0
8681,0,Yes,Arts,Auditory,SEIR2E,Female,Yes,71.0,8.0,12.0,15.0,14.0,99.0,21:30,5:30,public transport,blue,0
8682,1,No,,Visual,XO75B1,Male,No,81.0,21.0,4.0,16.0,7.0,94.0,22:00,6:00,private transport,yellow,0
8683,2,No,Clubs,Visual,FCSO4J,Male,No,77.0,17.0,0.0,15.0,8.0,94.0,22:00,6:00,private transport,white,0
8684,1,No,Clubs,Auditory,LAPE8G,Female,No,50.0,19.0,11.0,16.0,9.0,97.0,22:30,6:30,private transport,blue,0
8685,0,Yes,Arts,Auditory,Q8CGSJ,Female,No,67.0,8.0,8.0,15.0,15.0,98.0,23:00,7:00,walk,red,0
8686,0,No,Clubs,Visual,Z0VKC4,Female,Yes,81.0,0.0,24.0,15.0,9.0,97.0,23:00,7:00,walk,white,0
8687,0,No,Sports,Auditory,BFQR1Q,Female,Yes,70.0,17.0,10.0,15.0,19.0,99.0,21:30,5:30,public transport,yellow,0
8688,1,No,Sports,Auditory,QQZ8WY,Female,Yes,54.0,3.0,27.0,16.0,13.0,93.0,21:00,5:00,public transport,green,0
8689,0,Yes,,Visual,TI7UTD,Female,Yes,84.0,5.0,15.0,16.0,8.0,91.0,22:30,6:30,private transport,black,0
8690,0,No,Sports,Visual,HXUFGR,Male,No,89.0,12.0,11.0,16.0,9.0,96.0,22:30,6:30,private transport,green,0
8691,1,No,Arts,Visual,MLK12F,Male,Yes,67.0,19.0,5.0,16.0,8.0,99.0,21:00,5:00,public transport,yellow,0
8692,2,Yes,Sports,Visual,QT7C74,Male,Yes,77.0,13.0,1.0,15.0,9.0,97.0,22:30,6:30,private transport,red,0
8693,2,No,Sports,Auditory,2ZZGIF,Female,No,62.0,9.0,11.0,16.0,8.0,98.0,21:30,5:30,public transport,blue,0
8694,2,Yes,Clubs,Visual,N9SDKB,Male,Yes,76.0,18.0,0.0,15.0,12.0,98.0,23:00,7:00,walk,white,0
8695,1,No,Sports,Auditory,ITWVG7,Male,No,44.0,15.0,13.0,15.0,14.0,51.0,1:30,5:30,public transport,yellow,0
